"Old Path","Old URL","New URL","Associated Type","Associated ID"
/shop-for-plants/all-plants/ficus-tree-alii/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/all-plants/ficus-tree-alii/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/ficus-tree-alii/,Product,99
/shop-for-plants/all-plants/ficus-benjamina-tree/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/all-plants/ficus-benjamina-tree/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/ficus-benjamina-tree/,Product,98
/shop-for-plants/all-plants/corn-plant/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/all-plants/corn-plant/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/corn-plant/,Product,95
/shop-for-plants/all-plants/dracaena-reflexa/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/all-plants/dracaena-reflexa/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/dracaena-reflexa/,Product,94
/shop-for-plants/all-plants/janet-craig-carmen/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/all-plants/janet-craig-carmen/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/janet-craig-carmen/,Product,92
/shop-for-plants/all-plants/schefflera-amate-or-umbrella-tree/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/all-plants/schefflera-amate-or-umbrella-tree/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/schefflera-amate-or-umbrella-tree/,Product,91
/shop-for-plants/all-plants/janet-craig-compacta/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/all-plants/janet-craig-compacta/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/janet-craig-compacta/,Product,90
/shop-for-plants/all-plants/zz-plant/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/all-plants/zz-plant/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/zz-plant/,Product,89
/shop-for-plants/all-plants/mother-in-laws-tongue/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/all-plants/mother-in-laws-tongue/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/mother-in-laws-tongue/,Product,88
/shop-for-plants/all-plants/fiddle-leaf-fig-column/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/all-plants/fiddle-leaf-fig-column/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/fiddle-leaf-fig-column/,Product,87
/shop-for-plants/all-plants/natal-mahogany/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/all-plants/natal-mahogany/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/natal-mahogany/,Product,86
